inci_no,Year,Season,Alm_Date,Address,Incident Type,Incident Type Number,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved
21554,2016,Summer,7/23/2016,207 W BROADWAY n/a City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,0,500,500,500,0
21609,2016,Summer,7/23/2016,S 41ST City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,4000,4000,4000,0
21687,2016,Summer,7/24/2016,512 Camden n/a City of Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
21699,2016,Summer,7/24/2016,W BROADWAY City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,500,5000,5500,5000,-500
21752,2016,Summer,7/24/2016,1260 BASSETT N/A City of Louisville KY 40204,Structure Fire,111,111 - Building fire,100000,150000,250000,150000,-100000
21760,2016,Summer,7/24/2016,I 264 East n/a City of Audubon Park KY 40213,Vehicle Fire,131,131 - Passenger vehicle fire,0,8000,8000,8000,0
21752,2016,Summer,7/24/2016,1258 BASSETT N/A City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,1000,1000,1000,0
21752,2016,Summer,7/24/2016,1256 BASSETT N/A City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,1500,1500,1500,0
21752,2016,Summer,7/24/2016,1264 BASSETT N/A City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,500,500,500,0
21752,2016,Summer,7/24/2016,1262 BASSETT N/A City of Louisville KY 40204,Structure Fire,111,111 - Building fire,150000,200000,350000,200000,-150000
21752,2016,Summer,7/24/2016,1260 BASSETT N/A City of Louisville KY 40204,Structure Fire,111,111 - Building fire,100000,150000,250000,150000,-100000
21752,2016,Summer,7/24/2016,1258 BASSETT N/A City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,1000,1000,1000,0
21752,2016,Summer,7/24/2016,1256 BASSETT N/A City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,1500,1500,1500,0
21752,2016,Summer,7/24/2016,1264 BASSETT N/A City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,500,500,500,0
21752,2016,Summer,7/24/2016,1262 BASSETT N/A City of Louisville KY 40204,Structure Fire,111,111 - Building fire,150000,200000,350000,200000,-150000
21878,2016,Summer,7/25/2016,1322 SALE n/a City of Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
21896,2016,Summer,7/25/2016,1158 S 43RD n/a City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,100,2500,2600,2500,-100
22017,2016,Summer,7/27/2016,1732 GREGG NA City of Louisville KY 40210,Structure Fire,111,111 - Building fire,100,200,300,41000,40700
22103,2016,Summer,7/27/2016,1500 THACKERAY N/A City of Kingsley KY 40205,Structure Fire,111,111 - Building fire,15000,130000,145000,256000,111000
22300,2016,Summer,7/29/2016,914 EUCLID N/A City of Louisville KY 40208,Structure Fire,111,111 - Building fire,1000,1000,2000,5000,3000
22316,2016,Summer,7/29/2016,1402 WILLS N/A City of Louisville KY 40211,Outside Fire,162,162 - Outside equipment fire,0,100,100,100,0
22441,2016,Summer,7/30/2016,1200 DRESDEN N/A City of Louisville KY 40215,Structure Fire,111,111 - Building fire,5000,10000,15000,79480,64480
22469,2016,Summer,7/30/2016,N 30TH City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,4000,4000,4000,0
22661,2016,Autumn,8/1/2016,S BAYLY City of Louisville KY 40206,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3500,500
22661,2016,Autumn,8/1/2016,S BAYLY City of Louisville KY 40206,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3500,500
22723,2016,Autumn,8/2/2016,409 E MUHAMMAD ALI 807 City of Louisville KY 40202,Structure Fire,113,"113 - Cooking fire, confined to container",700,200,900,200,-700
22740,2016,Autumn,8/2/2016,1016 CEDAR N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,300,0,300,0,-300
22723,2016,Autumn,8/2/2016,409 E MUHAMMAD ALI 807 City of Louisville KY 40202,Structure Fire,113,"113 - Cooking fire, confined to container",700,200,900,200,-700
22740,2016,Autumn,8/2/2016,1016 CEDAR N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,300,0,300,0,-300
22773,2016,Autumn,8/3/2016,1760 WILSON na City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,5000,5000,5000,0
22819,2016,Autumn,8/3/2016,3017 PENWAY na City of Louisville KY 40210,Structure Fire,111,111 - Building fire,1500,2000,3500,21590,18090
22773,2016,Autumn,8/3/2016,1760 WILSON na City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,5000,5000,5000,0
22819,2016,Autumn,8/3/2016,3017 PENWAY na City of Louisville KY 40210,Structure Fire,111,111 - Building fire,1500,2000,3500,21590,18090
22927,2016,Autumn,8/4/2016,1414 S 4TH 6 City of Louisville KY 40208,Structure Fire,113,"113 - Cooking fire, confined to container",500,0,500,NULL,NULL
22957,2016,Autumn,8/4/2016,1411 S BROOK none City of Louisville KY 40208,Vehicle Fire,131,131 - Passenger vehicle fire,200,5000,5200,5000,-200
22965,2016,Autumn,8/4/2016,1078 E KENTUCKY None City of Louisville KY 40204,Vehicle Fire,131,131 - Passenger vehicle fire,0,500,500,500,0
22965,2016,Autumn,8/4/2016,1078 E KENTUCKY None City of Louisville KY 40204,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,125000,123000
22927,2016,Autumn,8/4/2016,1414 S 4TH 6 City of Louisville KY 40208,Structure Fire,113,"113 - Cooking fire, confined to container",500,0,500,NULL,NULL
22957,2016,Autumn,8/4/2016,1411 S BROOK none City of Louisville KY 40208,Vehicle Fire,131,131 - Passenger vehicle fire,200,5000,5200,5000,-200
22965,2016,Autumn,8/4/2016,1078 E KENTUCKY None City of Louisville KY 40204,Vehicle Fire,131,131 - Passenger vehicle fire,0,500,500,500,0
22965,2016,Autumn,8/4/2016,1078 E KENTUCKY None City of Louisville KY 40204,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,125000,123000
23083,2016,Autumn,8/5/2016,1808 WENATCHEE NA City of Louisville KY 40210,Structure Fire,112,112 - Fires in structure other than in a building,25,0,25,0,-25
23083,2016,Autumn,8/5/2016,1808 WENATCHEE NA City of Louisville KY 40210,Structure Fire,112,112 - Fires in structure other than in a building,25,0,25,0,-25
23094,2016,Autumn,8/6/2016,331 E ST CATHERINE n/a City of Louisville KY 40203,Structure Fire,111,111 - Building fire,0,100000,100000,150000,50000
23100,2016,Autumn,8/6/2016,GARLAND City of Louisville KY 40211,Outside Fire,160,"160 - Special outside fire, other",0,200,200,200,0
23094,2016,Autumn,8/6/2016,331 E ST CATHERINE n/a City of Louisville KY 40203,Structure Fire,111,111 - Building fire,0,100000,100000,150000,50000
23100,2016,Autumn,8/6/2016,GARLAND City of Louisville KY 40211,Outside Fire,160,"160 - Special outside fire, other",0,200,200,200,0
23382,2016,Autumn,8/8/2016,863 PARKWAY n/a City of Louisville KY 40217,Structure Fire,111,111 - Building fire,5000,10000,15000,150000,135000
23383,2016,Autumn,8/8/2016,1901 DEER PARK 0 City of Kingsley KY 40205,Structure Fire,111,111 - Building fire,100,100,200,100,-100
23389,2016,Autumn,8/8/2016,1635 PLYMOUTH na City of Louisville KY 40203,Structure Fire,111,111 - Building fire,0,50000,50000,353900,303900
23382,2016,Autumn,8/8/2016,863 PARKWAY n/a City of Louisville KY 40217,Structure Fire,111,111 - Building fire,5000,10000,15000,150000,135000
23383,2016,Autumn,8/8/2016,1901 DEER PARK 0 City of Kingsley KY 40205,Structure Fire,111,111 - Building fire,100,100,200,100,-100
23389,2016,Autumn,8/8/2016,1635 PLYMOUTH na City of Louisville KY 40203,Structure Fire,111,111 - Building fire,0,50000,50000,353900,303900
23471,2016,Autumn,8/9/2016,629 DAVIES n/a City of Louisville KY 40208,Structure Fire,111,111 - Building fire,0,3000,3000,50000,47000
23509,2016,Autumn,8/9/2016,1627 BERRY garage City of Louisville KY 40215,Structure Fire,111,111 - Building fire,500,8000,8500,8000,-500
23471,2016,Autumn,8/9/2016,629 DAVIES n/a City of Louisville KY 40208,Structure Fire,111,111 - Building fire,0,3000,3000,50000,47000
23509,2016,Autumn,8/9/2016,1627 BERRY garage City of Louisville KY 40215,Structure Fire,111,111 - Building fire,500,8000,8500,8000,-500
23517,2016,Autumn,8/10/2016,3118 RIVER PARK na City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,2000,2000,4000,2000,-2000
23517,2016,Autumn,8/10/2016,3118 RIVER PARK na City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,2000,2000,4000,2000,-2000
23654,2016,Autumn,8/11/2016,I 264 West N/A City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,6000,6000,6000,0
23685,2016,Autumn,8/11/2016,3212 HALE N/A City of Louisville KY 40211,Structure Fire,113,"113 - Cooking fire, confined to container",1000,1000,2000,1000,-1000
23654,2016,Autumn,8/11/2016,I 264 West N/A City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,6000,6000,6000,0
23685,2016,Autumn,8/11/2016,3212 HALE N/A City of Louisville KY 40211,Structure Fire,113,"113 - Cooking fire, confined to container",1000,1000,2000,1000,-1000
23745,2016,Autumn,8/12/2016,I 65 North NA City of Audubon Park KY 40213,Vehicle Fire,132,132 - Road freight or transport vehicle fire,0,1000,1000,15000,14000
23745,2016,Autumn,8/12/2016,I 65 North NA City of Audubon Park KY 40213,Vehicle Fire,132,132 - Road freight or transport vehicle fire,0,1000,1000,15000,14000
23986,2016,Autumn,8/14/2016,820 W WHITNEY na City of Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,1000,3500,4500,3500,-1000
24025,2016,Autumn,8/14/2016,819 W WHITNEY 0 City of Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,0,50,50,1000,950
23986,2016,Autumn,8/14/2016,820 W WHITNEY na City of Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,1000,3500,4500,3500,-1000
24025,2016,Autumn,8/14/2016,819 W WHITNEY 0 City of Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,0,50,50,1000,950
24137,2016,Autumn,8/15/2016,1744 S 13TH E City of Louisville KY 40210,Structure Fire,111,111 - Building fire,500,0,500,0,-500
24137,2016,Autumn,8/15/2016,1744 S 13TH E City of Louisville KY 40210,Structure Fire,111,111 - Building fire,500,0,500,0,-500
24182,2016,Autumn,8/16/2016,1027 S 7TH n/a City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,5000,5000,10000,5000
24182,2016,Autumn,8/16/2016,1027 S 7TH n/a City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,5000,5000,10000,5000
24239,2016,Autumn,8/16/2016,921 CECIL N/A City of Louisville KY 40211,Structure Fire,113,"113 - Cooking fire, confined to container",1200,200,1400,60500,59100
24239,2016,Autumn,8/16/2016,921 CECIL N/A City of Louisville KY 40211,Structure Fire,113,"113 - Cooking fire, confined to container",1200,200,1400,60500,59100
24388,2016,Autumn,8/18/2016,S BROOK City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,100,500,600,500,-100
24401,2016,Autumn,8/18/2016,3638 RIVER PARK N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,5000,5000,42110,37110
24464,2016,Autumn,8/18/2016,1017 SAMUEL N/A City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,100,100,50000,49900
24464,2016,Autumn,8/18/2016,1017 SAMUEL N/A City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,100,100,50000,49900
24388,2016,Autumn,8/18/2016,S BROOK City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,100,500,600,500,-100
24401,2016,Autumn,8/18/2016,3638 RIVER PARK N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,5000,5000,42110,37110
24586,2016,Autumn,8/19/2016,200 ABRAHAM FLEXNER n/a City of Louisville KY 40202,Structure Fire,113,"113 - Cooking fire, confined to container",0,5000,5000,5000,0
24586,2016,Autumn,8/19/2016,200 ABRAHAM FLEXNER n/a City of Louisville KY 40202,Structure Fire,113,"113 - Cooking fire, confined to container",0,5000,5000,5000,0
24657,2016,Autumn,8/20/2016,1114 S 4TH na City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,5000,5000,5000,0
24668,2016,Autumn,8/20/2016,4030 TAYLOR 2 City of Louisville KY 40215,Structure Fire,111,111 - Building fire,10000,15000,25000,75000,50000
24657,2016,Autumn,8/20/2016,1114 S 4TH na City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,5000,5000,5000,0
24668,2016,Autumn,8/20/2016,4030 TAYLOR 2 City of Louisville KY 40215,Structure Fire,111,111 - Building fire,10000,15000,25000,75000,50000
24753,2016,Autumn,8/21/2016,2600 W BROADWAY 406 City of Louisville KY 40211,Structure Fire,111,111 - Building fire,150,0,150,NULL,NULL
24762,2016,Autumn,8/21/2016,2619 S 6TH na City of Louisville KY 40208,Structure Fire,111,111 - Building fire,1000,1000,2000,55640,53640
24783,2016,Autumn,8/21/2016,923 MARY n/a City of Louisville KY 40204,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
24753,2016,Autumn,8/21/2016,2600 W BROADWAY 406 City of Louisville KY 40211,Structure Fire,111,111 - Building fire,150,0,150,NULL,NULL
24762,2016,Autumn,8/21/2016,2619 S 6TH na City of Louisville KY 40208,Structure Fire,111,111 - Building fire,1000,1000,2000,55640,53640
24783,2016,Autumn,8/21/2016,923 MARY n/a City of Louisville KY 40204,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
24884,2016,Autumn,8/22/2016,2113 MAGAZINE 4 City of Louisville KY 40211,Structure Fire,113,"113 - Cooking fire, confined to container",100,0,100,0,-100
24884,2016,Autumn,8/22/2016,2113 MAGAZINE 4 City of Louisville KY 40211,Structure Fire,113,"113 - Cooking fire, confined to container",100,0,100,0,-100
24917,2016,Autumn,8/23/2016,3517 W MUHAMMAD ALI na City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,10000,10000,10000,0
24961,2016,Autumn,8/23/2016,3421 W BROADWAY NA City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,50,300,350,500,150
25000,2016,Autumn,8/23/2016,S 4TH City of Louisville KY 40208,Vehicle Fire,131,131 - Passenger vehicle fire,0,1500,1500,1500,0
24917,2016,Autumn,8/23/2016,3517 W MUHAMMAD ALI na City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,10000,10000,10000,0
24961,2016,Autumn,8/23/2016,3421 W BROADWAY NA City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,50,300,350,500,150
25000,2016,Autumn,8/23/2016,S 4TH City of Louisville KY 40208,Vehicle Fire,131,131 - Passenger vehicle fire,0,1500,1500,1500,0
25005,2016,Autumn,8/24/2016,818 ASH N/A City of Louisville KY 40217,Structure Fire,111,111 - Building fire,20000,108820,128820,108820,-20000
25005,2016,Autumn,8/24/2016,816 ASH N/A City of Louisville KY 40217,Structure Fire,111,111 - Building fire,5000,35000,40000,135880,95880
25005,2016,Autumn,8/24/2016,820 ASH N/A City of Louisville KY 40217,Structure Fire,111,111 - Building fire,0,5000,5000,112790,107790
25005,2016,Autumn,8/24/2016,818 ASH N/A City of Louisville KY 40217,Structure Fire,111,111 - Building fire,20000,108820,128820,108820,-20000
25067,2016,Autumn,8/24/2016,1136 EUCLID kitchen City of Louisville KY 40208,Structure Fire,111,111 - Building fire,1000,2000,3000,42340,39340
25005,2016,Autumn,8/24/2016,816 ASH N/A City of Louisville KY 40217,Structure Fire,111,111 - Building fire,5000,35000,40000,135880,95880
25005,2016,Autumn,8/24/2016,820 ASH N/A City of Louisville KY 40217,Structure Fire,111,111 - Building fire,0,5000,5000,112790,107790
25067,2016,Autumn,8/24/2016,1136 EUCLID kitchen City of Louisville KY 40208,Structure Fire,111,111 - Building fire,1000,2000,3000,42340,39340
25254,2016,Autumn,8/26/2016,1518 ARLING n/a City of Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
25286,2016,Autumn,8/26/2016,I 264 West City of Louisville KY 40209,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
25325,2016,Autumn,8/26/2016,1809 BANK NA City of Louisville KY 40203,Structure Fire,111,111 - Building fire,1000,500,1500,88300,86800
25254,2016,Autumn,8/26/2016,1518 ARLING n/a City of Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
25286,2016,Autumn,8/26/2016,I 264 West City of Louisville KY 40209,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
25325,2016,Autumn,8/26/2016,1809 BANK NA City of Louisville KY 40203,Structure Fire,111,111 - Building fire,1000,500,1500,88300,86800
25516,2016,Autumn,8/28/2016,3303 BOHANNON laundry room City of Louisville KY 40215,Structure Fire,111,111 - Building fire,1000,1000,2000,43440,41440
25516,2016,Autumn,8/28/2016,3303 BOHANNON laundry room City of Louisville KY 40215,Structure Fire,111,111 - Building fire,1000,1000,2000,43440,41440
25577,2016,Autumn,8/29/2016,118 S 38TH na City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,11500,11500,11500,0
25577,2016,Autumn,8/29/2016,118 S 38TH na City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,11500,11500,11500,0
25630,2016,Autumn,8/29/2016,735 EASTERN 110 City of Louisville KY 40217,Structure Fire,111,111 - Building fire,2000,5000,7000,2798590,2791590
25630,2016,Autumn,8/29/2016,735 EASTERN 110 City of Louisville KY 40217,Structure Fire,111,111 - Building fire,2000,5000,7000,2798590,2791590
25706,2016,Autumn,8/30/2016,S 2ND City of Louisville KY 40203,Structure Fire,111,111 - Building fire,1000,1000,2000,1000,-1000
25739,2016,Autumn,8/30/2016,2711 BANK na City of Louisville KY 40212,Structure Fire,111,111 - Building fire,500,2000,2500,2000,-500
25706,2016,Autumn,8/30/2016,S 2ND City of Louisville KY 40203,Structure Fire,111,111 - Building fire,1000,1000,2000,1000,-1000
25739,2016,Autumn,8/30/2016,2711 BANK na City of Louisville KY 40212,Structure Fire,111,111 - Building fire,500,2000,2500,2000,-500
25946,2016,Autumn,9/1/2016,1722 FRANKFORT N/A City of Louisville KY 40206,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,3000,2000
25946,2016,Autumn,9/1/2016,1722 FRANKFORT N/A City of Louisville KY 40206,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,3000,2000
26040,2016,Autumn,9/2/2016,3600 LARKWOOD na City of Louisville KY 40212,Structure Fire,111,111 - Building fire,25000,20000,45000,40850,-4150
26052,2016,Autumn,9/2/2016,2502 CONCORD front room City of Louisville KY 40217,Structure Fire,111,111 - Building fire,10000,30000,40000,72130,32130
26040,2016,Autumn,9/2/2016,3600 LARKWOOD na City of Louisville KY 40212,Structure Fire,111,111 - Building fire,25000,20000,45000,40850,-4150
26052,2016,Autumn,9/2/2016,2502 CONCORD front room City of Louisville KY 40217,Structure Fire,111,111 - Building fire,10000,30000,40000,72130,32130
26139,2016,Autumn,9/3/2016,2739 S 28TH 0 City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,4510,4510,4510,0
26139,2016,Autumn,9/3/2016,2739 S 28TH 0 City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,4510,4510,4510,0
26239,2016,Autumn,9/4/2016,110 W BRECKINRIDGE 203 City of Louisville KY 40203,Structure Fire,113,"113 - Cooking fire, confined to container",0,300,300,500,200
26314,2016,Autumn,9/4/2016,3715 BRIARBRIDGE n/a City of Louisville KY 40218,Structure Fire,111,111 - Building fire,0,100,100,175000,174900
26239,2016,Autumn,9/4/2016,110 W BRECKINRIDGE 203 City of Louisville KY 40203,Structure Fire,113,"113 - Cooking fire, confined to container",0,300,300,500,200
26314,2016,Autumn,9/4/2016,3715 BRIARBRIDGE n/a City of Louisville KY 40218,Structure Fire,111,111 - Building fire,0,100,100,175000,174900
26481,2016,Autumn,9/6/2016,517 E JEFFERSON 0 City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,50,1000,1050,20000,18950
26484,2016,Autumn,9/6/2016,1802 W OAK n/a City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
26506,2016,Autumn,9/6/2016,3510 DUMESNIL na City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,4000,4000,4000,0
26541,2016,Autumn,9/6/2016,1400 CATALPA 2 City of Louisville KY 40211,Structure Fire,113,"113 - Cooking fire, confined to container",2000,2000,4000,2000,-2000
26481,2016,Autumn,9/6/2016,517 E JEFFERSON 0 City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,50,1000,1050,20000,18950
26484,2016,Autumn,9/6/2016,1802 W OAK n/a City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
26506,2016,Autumn,9/6/2016,3510 DUMESNIL na City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,4000,4000,4000,0
26541,2016,Autumn,9/6/2016,1400 CATALPA 2 City of Louisville KY 40211,Structure Fire,113,"113 - Cooking fire, confined to container",2000,2000,4000,2000,-2000
26604,2016,Autumn,9/7/2016,500 S 20TH NA City of Louisville KY 40203,Structure Fire,112,112 - Fires in structure other than in a building,0,10,10,118930,118920
26624,2016,Autumn,9/7/2016,S 18TH City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,6000,6000,6000,0
26604,2016,Autumn,9/7/2016,500 S 20TH NA City of Louisville KY 40203,Structure Fire,112,112 - Fires in structure other than in a building,0,10,10,118930,118920
26624,2016,Autumn,9/7/2016,S 18TH City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,6000,6000,6000,0
26776,2016,Autumn,9/8/2016,160 CORAL na City of Louisville KY 40206,Structure Fire,118,"118 - Trash or rubbish fire, contained",25,100,125,100,-25
26791,2016,Autumn,9/8/2016,S 25TH City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,18000,18000,18000,0
26776,2016,Autumn,9/8/2016,160 CORAL na City of Louisville KY 40206,Structure Fire,118,"118 - Trash or rubbish fire, contained",25,100,125,100,-25
26791,2016,Autumn,9/8/2016,S 25TH City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,18000,18000,18000,0
26809,2016,Autumn,9/9/2016,144 MOHAWK n/a City of Louisville KY 40214,Structure Fire,111,111 - Building fire,1000,1000,2000,85000,83000
26809,2016,Autumn,9/9/2016,144 MOHAWK n/a City of Louisville KY 40214,Structure Fire,111,111 - Building fire,1000,1000,2000,85000,83000
27013,2016,Autumn,9/10/2016,705 CAMDEN n/a City of Louisville KY 40215,Structure Fire,111,111 - Building fire,0,20000,20000,20000,0
27013,2016,Autumn,9/10/2016,705 CAMDEN n/a City of Louisville KY 40215,Structure Fire,111,111 - Building fire,0,20000,20000,20000,0
27062,2016,Autumn,9/11/2016,1832 NORTHWESTERN N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,10000,23480,33480,29350,-4130
27062,2016,Autumn,9/11/2016,1830 NORTHWESTERN N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,0,3000,3000,30430,27430
27101,2016,Autumn,9/11/2016,1923 S 4TH N/A City of Louisville KY 40208,Structure Fire,113,"113 - Cooking fire, confined to container",3500,0,3500,0,-3500
27131,2016,Autumn,9/11/2016,1745 SONNE na City of Louisville KY 40216,Structure Fire,111,111 - Building fire,0,5000,5000,90000,85000
27062,2016,Autumn,9/11/2016,1832 NORTHWESTERN N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,10000,23480,33480,29350,-4130
27062,2016,Autumn,9/11/2016,1830 NORTHWESTERN N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,0,3000,3000,30430,27430
27101,2016,Autumn,9/11/2016,1923 S 4TH N/A City of Louisville KY 40208,Structure Fire,113,"113 - Cooking fire, confined to container",3500,0,3500,0,-3500
27131,2016,Autumn,9/11/2016,1745 SONNE na City of Louisville KY 40216,Structure Fire,111,111 - Building fire,0,5000,5000,90000,85000
27375,2016,Autumn,9/13/2016,2204 DEARING 1 City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,1000,1000,250000,249000
27375,2016,Autumn,9/13/2016,2204 DEARING 1 City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,1000,1000,250000,249000
27394,2016,Autumn,9/14/2016,2505 BROWNSBORO na City of Louisville KY 40206,Structure Fire,111,111 - Building fire,10000,10000,20000,60000,40000
27394,2016,Autumn,9/14/2016,2505 BROWNSBORO na City of Louisville KY 40206,Structure Fire,111,111 - Building fire,10000,10000,20000,60000,40000
27515,2016,Autumn,9/15/2016,2623 BANK N/A City of Louisville KY 40212,Structure Fire,111,111 - Building fire,0,250,250,35000,34750
27607,2016,Autumn,9/15/2016,121 HARLAN na City of Louisville KY 40214,Structure Fire,111,111 - Building fire,1000,5000,6000,5000,-1000
27515,2016,Autumn,9/15/2016,2623 BANK N/A City of Louisville KY 40212,Structure Fire,111,111 - Building fire,0,250,250,35000,34750
27607,2016,Autumn,9/15/2016,121 HARLAN na City of Louisville KY 40214,Structure Fire,111,111 - Building fire,1000,5000,6000,5000,-1000
27702,2016,Autumn,9/17/2016,2915 MONTGOMERY n/a City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
27702,2016,Autumn,9/17/2016,2915 MONTGOMERY n/a City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
27781,2016,Autumn,9/17/2016,2105 HALE na City of Louisville KY 40210,Structure Fire,111,111 - Building fire,4000,15000,19000,22500,3500
27781,2016,Autumn,9/17/2016,2105 HALE na City of Louisville KY 40210,Structure Fire,111,111 - Building fire,4000,15000,19000,22500,3500
27870,2016,Autumn,9/18/2016,817 S 36TH 0 City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,8000,8000,60000,52000
27870,2016,Autumn,9/18/2016,817 S 36TH 0 City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,8000,8000,60000,52000
27890,2016,Autumn,9/19/2016,1830 S 3RD n/a City of Louisville KY 40208,Structure Fire,118,"118 - Trash or rubbish fire, contained",50,500,550,26825910,26825360
27890,2016,Autumn,9/19/2016,1830 S 3RD n/a City of Louisville KY 40208,Structure Fire,118,"118 - Trash or rubbish fire, contained",50,500,550,26825910,26825360
28045,2016,Autumn,9/20/2016,S 38TH City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
28045,2016,Autumn,9/20/2016,S 38TH City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
28257,2016,Autumn,9/22/2016,4620 VARBLE N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,5000,69950,74950,69950,-5000
28284,2016,Autumn,9/22/2016,ALGONQUIN City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,4000,1000
28257,2016,Autumn,9/22/2016,4620 VARBLE N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,2000,2000,71390,69390
